Module Marks Summer 2013. ,,,,,
Undergraduate Degree Students,,,,,
Some qualifications are excluded (THEO COMDEG LOCDEG COMMST DEFT & DISDEG),,,,,
"Includes block codes 1,51,5S,R2 and 2 but excludes RB (year long)",,,,,
,,,,,
,,,,,
Qual Code,Qual Description,Year,Module,Mark,Grade
ARTS,ARTS DOUBLE HONOURS,1,EN152A,57,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152A,57,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152A,57,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152A,57,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152A,57,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152A,57,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152A,57,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152A,57,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152A,58,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152A,58,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152A,58,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152A,58,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152A,58,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152A,58,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152A,58,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152A,58,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152A,58,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152A,58,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152A,58,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152A,58,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152A,58,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152A,58,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152A,58,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152A,59,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152A,59,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152A,59,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152A,60,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152A,60,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152A,60,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152A,60,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152A,60,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152A,60,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152A,60,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152A,60,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152A,60,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152A,60,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152A,60,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152A,62,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152A,62,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152A,62,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152A,63,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152A,63,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152A,63,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152A,63,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152A,63,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152A,63,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152A,63,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152A,63,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152A,63,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152A,63,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152A,64,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152A,64,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152A,64,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152A,65,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152A,65,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152A,65,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152A,65,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152A,65,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152A,65,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152A,68,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152A,68,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152A,69,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152A,69,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152A,70,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152A,70,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152A,70,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152A,70,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152A,73,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152A,,ABSENT
ARTS,ARTS DOUBLE HONOURS,1,EN152A,,ABSENT
ARTS,ARTS DOUBLE HONOURS,1,EN152B,5,FAIL
ARTS,ARTS DOUBLE HONOURS,1,EN152B,15,PASS BY COMPENSATION
ARTS,ARTS DOUBLE HONOURS,1,EN152B,24,FAIL
ARTS,ARTS DOUBLE HONOURS,1,EN152B,25,FAIL
ARTS,ARTS DOUBLE HONOURS,1,EN152B,30,PASS BY COMPENSATION
ARTS,ARTS DOUBLE HONOURS,1,EN152B,33,PASS BY COMPENSATION
ARTS,ARTS DOUBLE HONOURS,1,EN152B,34,PASS BY COMPENSATION
ARTS,ARTS DOUBLE HONOURS,1,EN152B,35,FAIL
ARTS,ARTS DOUBLE HONOURS,1,EN152B,35,PASS BY COMPENSATION
ARTS,ARTS DOUBLE HONOURS,1,EN152B,37,PASS BY COMPENSATION
ARTS,ARTS DOUBLE HONOURS,1,EN152B,37,PASS BY COMPENSATION
ARTS,ARTS DOUBLE HONOURS,1,EN152B,38,FAIL
ARTS,ARTS DOUBLE HONOURS,1,EN152B,38,PASS BY COMPENSATION
ARTS,ARTS DOUBLE HONOURS,1,EN152B,38,PASS BY COMPENSATION
ARTS,ARTS DOUBLE HONOURS,1,EN152B,40,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,40,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,40,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,40,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,40,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,42,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,42,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,42,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,42,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,42,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,42,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,42,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,42,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,43,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,43,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,43,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,43,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,43,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,43,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,43,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,44,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,44,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,44,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,44,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,44,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,44,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,44,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,44,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,45,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,45,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,45,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,45,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,45,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,47,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,47,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,48,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,48,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,48,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,48,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,48,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,48,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,48,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,49,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,49,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,49,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,49,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,50,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,50,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,50,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,50,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,50,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,50,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,50,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,50,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,52,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,52,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,53,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,53,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,53,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,53,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,53,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,55,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,55,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,55,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,55,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,55,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,55,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,55,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,55,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,57,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,57,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,58,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,58,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,58,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,59,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,59,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,59,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,59,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,59,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,59,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,60,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,60,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,60,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,60,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,60,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,60,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,60,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,60,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,60,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,62,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,62,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,63,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,63,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,63,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,63,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,63,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,63,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,64,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,64,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,64,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,68,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,73,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,73,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,73,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN152B,,ABSENT
ARTS,ARTS DOUBLE HONOURS,1,EN152B,,ABSENT
ARTS,ARTS DOUBLE HONOURS,1,EN152B,,ABSENT
ARTS,ARTS DOUBLE HONOURS,1,EN152B,,ABSENT
ARTS,ARTS DOUBLE HONOURS,1,EN152B,,ABSENT
ARTS,ARTS DOUBLE HONOURS,1,EN152B,,ABSENT
ARTS,ARTS DOUBLE HONOURS,1,EN152B,,ABSENT
ARTS,ARTS DOUBLE HONOURS,1,EN152B,,ABSENT
ARTS,ARTS DOUBLE HONOURS,1,EN153,15,FAIL
ARTS,ARTS DOUBLE HONOURS,1,EN153,20,FAIL
ARTS,ARTS DOUBLE HONOURS,1,EN153,23,FAIL
ARTS,ARTS DOUBLE HONOURS,1,EN153,24,FAIL
ARTS,ARTS DOUBLE HONOURS,1,EN153,29,PASS BY COMPENSATION
ARTS,ARTS DOUBLE HONOURS,1,EN153,33,PASS BY COMPENSATION
ARTS,ARTS DOUBLE HONOURS,1,EN153,34,FAIL
ARTS,ARTS DOUBLE HONOURS,1,EN153,38,PASS BY COMPENSATION
ARTS,ARTS DOUBLE HONOURS,1,EN153,40,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,40,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,40,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,40,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,40,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,43,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,43,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,44,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,44,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,44,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,44,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,44,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,45,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,45,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,45,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,45,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,45,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,45,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,45,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,45,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,45,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,47,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,47,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,47,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,47,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,47,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,47,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,47,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,48,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,48,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,48,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,48,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,48,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,48,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,48,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,48,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,48,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,48,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,48,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,48,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,48,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,48,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,48,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,48,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,49,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,49,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,49,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,49,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,49,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,49,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,49,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,50,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,50,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,50,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,50,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,50,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,50,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,50,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,50,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,50,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,50,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,50,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,50,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,50,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,50,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,50,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,50,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,50,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,52,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,52,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,52,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,52,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,52,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,53,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,53,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,53,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,53,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,53,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,53,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,53,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,53,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,53,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,53,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,53,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,53,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,53,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,53,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,53,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,53,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,53,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,54,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,54,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,54,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,54,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,54,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,54,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,54,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,54,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,54,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,54,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,54,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,54,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,54,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,54,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,54,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,54,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,54,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,54,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,54,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,54,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,54,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,54,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,55,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,55,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,55,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,55,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,55,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,55,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,55,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,55,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,55,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,55,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,55,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,55,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,55,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,55,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,57,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,57,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,57,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,57,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,57,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,57,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,57,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,57,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,57,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,57,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,57,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,57,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,58,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,58,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,58,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,58,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,58,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,58,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,58,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,58,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,58,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,58,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,58,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,58,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,58,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,58,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,58,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,58,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,58,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,58,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,58,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,58,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,58,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,58,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,58,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,59,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,59,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,59,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,59,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,59,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,59,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,59,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,59,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,59,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,59,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,59,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,59,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,59,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,59,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,59,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,59,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,59,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,59,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,60,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,60,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,60,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,60,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,60,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,60,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,60,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,60,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,60,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,60,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,60,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,60,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,60,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,60,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,60,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,60,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,60,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,60,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,60,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,60,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,60,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,60,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,62,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,62,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,62,PASS
ARTS,ARTS DOUBLE HONOURS,1,EN153,62,PASS
